text,feature,predicted_quantile,activation,order,expected_quantile,predicted_activation
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",29963,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",21897,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",11643,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",13123,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",20099,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",2753,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",8156,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",5994,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",7810,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",14619,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",2384,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",10166,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",7384,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",17002,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",5656,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",10194,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",6994,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",8370,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",2830,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",3474,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",1231,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",20167,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",21376,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",3731,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",2203,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",28856,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",26141,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",5429,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",20195,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",26745,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",7437,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",6655,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",5942,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",26363,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",18186,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",1198,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",16017,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",28042,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",20422,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",1191,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",24303,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",1807,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",14302,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",27168,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",1838,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",10910,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",13784,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",13181,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",31377,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",17235,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",24874,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",11896,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",32244,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",21023,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",18915,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",17662,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",29401,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",11022,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",13533,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",10098,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",15023,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",6213,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",15349,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",8523,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",3514,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",14653,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",7041,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",5268,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",15161,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",26541,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",8174,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",30423,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",30920,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",18355,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",13408,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",11086,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",1043,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",21087,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",6991,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",19257,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",13064,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",27208,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",22715,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",7828,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",25750,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",17844,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",9676,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",13932,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",12940,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",8109,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",14717,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",24017,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",3899,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",23020,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",9666,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",28295,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",14797,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",23933,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",11007,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",16089,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",31653,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",31649,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",14016,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",6203,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",15265,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",20135,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",29783,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",16309,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",5390,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",12173,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",21435,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",24800,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",1520,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",19360,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",17832,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",286,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",21393,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",14547,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",5495,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",2310,-1.0,-1.0,-1,-1.0,-1.0
" sitt arbete med att spåra bedragare, på grundval av de ramar som kommissionen fastställde<< i>>",6078,-1.0,-1.0,-1,-1.0,-1.0
