text,feature,predicted_quantile,activation,order,expected_quantile,predicted_activation
"p-1)(q-1)}{d}}(Y_0)_{s-\frac{pq-1}{d}}$ for $s>0$, and<< that>>",29963,0.0,0.0,-1,0.017571474918188335,0.008236628867900782
"p-1)(q-1)}{d}}(Y_0)_{s-\frac{pq-1}{d}}$ for $s>0$, and<< that>>",21897,0.0,0.0,-1,0.33121606896935984,0.18170881342157758
"p-1)(q-1)}{d}}(Y_0)_{s-\frac{pq-1}{d}}$ for $s>0$, and<< that>>",11643,0.0,0.0,-1,0.6189295206759153,0.21812967277204243
"p-1)(q-1)}{d}}(Y_0)_{s-\frac{pq-1}{d}}$ for $s>0$, and<< that>>",13123,0.0,0.0,-1,0.008374587971046048,0.005292274120963015
"p-1)(q-1)}{d}}(Y_0)_{s-\frac{pq-1}{d}}$ for $s>0$, and<< that>>",20099,0.0,0.0,-1,0.00497708085931235,0.0022120359539531146
"p-1)(q-1)}{d}}(Y_0)_{s-\frac{pq-1}{d}}$ for $s>0$, and<< that>>",2753,0.0,0.0,-1,0.34298276884991225,0.17030047657608643
"p-1)(q-1)}{d}}(Y_0)_{s-\frac{pq-1}{d}}$ for $s>0$, and<< that>>",8156,0.0,0.0,-1,0.024022975445592967,0.013346098106165383
"p-1)(q-1)}{d}}(Y_0)_{s-\frac{pq-1}{d}}$ for $s>0$, and<< that>>",5994,0.0,0.0,-1,0.028926517013485024,0.012153154909043893
"p-1)(q-1)}{d}}(Y_0)_{s-\frac{pq-1}{d}}$ for $s>0$, and<< that>>",7810,0.0,0.0,-1,1.7105632759562939,0.9978285436553327
"p-1)(q-1)}{d}}(Y_0)_{s-\frac{pq-1}{d}}$ for $s>0$, and<< that>>",14619,0.0,0.0,-1,0.0017412683582772742,0.0006287913400681568
"p-1)(q-1)}{d}}(Y_0)_{s-\frac{pq-1}{d}}$ for $s>0$, and<< that>>",2384,0.0,0.0,-1,0.2862647006661307,0.16400582377753933
"p-1)(q-1)}{d}}(Y_0)_{s-\frac{pq-1}{d}}$ for $s>0$, and<< that>>",10166,2.0,0.0,-1,3.1361895246931897,1.3775276182763616
"p-1)(q-1)}{d}}(Y_0)_{s-\frac{pq-1}{d}}$ for $s>0$, and<< that>>",7384,0.0,0.0,-1,0.003835237672328832,0.0018909852285178095
"p-1)(q-1)}{d}}(Y_0)_{s-\frac{pq-1}{d}}$ for $s>0$, and<< that>>",17002,0.0,0.0,-1,0.015517028828048035,0.006249914594605357
