text,feature,predicted_quantile,activation,order,expected_quantile,predicted_activation
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",29963,0.0,0.0,-1,0.06351260228278549,0.029771532320055673
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",21897,2.0,0.0,-1,0.02042714131604914,0.011206556558937807
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",11643,0.0,0.0,-1,0.0015709360671926362,0.000553645865701001
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",13123,0.0,0.0,-1,0.0012533841858524384,0.0007920691398006136
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",20099,9.0,0.0,-1,8.488081333506598,3.7724806062308125
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",2753,0.0,0.0,-1,0.1790765763736118,0.08891649689079655
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",8156,5.0,0.0,-1,4.030788080224835,2.2393268106749877
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",5994,0.0,0.0,-1,0.020808615127743398,0.008742508576896627
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",7810,0.0,0.0,-1,0.3281230959839767,0.19140513280476623
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",14619,0.0,0.0,-1,0.0020274275368352824,0.0007321265970967251
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",2384,0.0,0.0,-1,0.02618617102094449,0.015002494334355231
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",10166,0.0,0.0,-1,0.007178736314126204,0.003153160173766031
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",7384,0.0,0.0,-1,0.36069975811037397,0.17784501842945485
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",17002,0.0,0.0,-1,0.01815952944222391,0.007314255154760684
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",5656,0.0,0.0,-1,0.3033552002257057,0.24436947488465358
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",10194,0.0,0.0,-1,0.31208418043761516,0.09644268489393894
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",6994,0.0,0.0,-1,0.0018865391670103084,0.0012445917865811945
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",8370,0.0,0.0,-1,0.0030404484610123276,0.0013618675096243149
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",2830,0.0,0.0,-1,0.0855340657449259,0.04187605387065793
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",3474,0.0,0.0,-1,0.016886248220212702,0.007915428853224691
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",1231,0.0,0.0,-1,0.004402359168142093,0.0027514744800888336
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",20167,0.0,0.0,-1,0.005010792088334866,0.003914681319011626
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",21376,0.0,0.0,-1,0.008948749642545913,0.0036198935778645165
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",3731,0.0,0.0,-1,0.010131749503851348,0.004960335795243762
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",2203,0.0,0.0,-1,0.022662513718404973,0.008104996375767462
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",28856,0.0,0.0,-1,0.02492329136844498,0.012028949818580745
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",26141,0.0,0.0,-1,0.04387140031377131,0.020717049567072196
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",5429,0.0,0.0,-1,0.012714303551771817,0.004856157648681272
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",20195,0.0,0.0,-1,0.004787085101652501,0.0021192825144328215
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",26745,0.0,0.0,-1,0.05625532873698048,0.027151009728259755
"337 + -23.5
-784360.5
Sum 0.081525297 and 0.2.
0.2815<<25>>",7437,0.0,0.0,-1,0.25058566941292804,0.13225355106483863
