text,feature,predicted_quantile,activation,order,expected_quantile,predicted_activation
	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",20167,9.0,0.0,-1,5.882998360628405,4.596092469240942
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",21376,0.0,0.0,-1,0.03772437426694281,0.015260033590459642
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",3731,0.0,0.0,-1,0.010967245922103254,0.005369380924979539
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",2203,0.0,0.0,-1,0.01842410051268884,0.00658917495815324
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",28856,0.0,0.0,-1,0.0007228417747862402,0.0003488715558124804
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",26141,0.0,0.0,-1,0.0011141873458461785,0.0005261440096694436
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",5429,0.0,0.0,-1,0.012392630554147365,0.004733296433245655
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",20195,0.0,0.0,-1,0.009935088406749476,0.00439834652876763
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",26745,0.0,0.0,-1,0.03220766605716698,0.015544672372838388
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",7437,0.0,0.0,-1,0.02727785632754197,0.01439664675639981
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",6655,1.0,0.0,-1,6.772291718201918,2.574881685648456
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",5942,0.0,0.0,-1,0.3224228185219767,0.38735517461396574
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",26363,0.0,0.0,-1,0.4297847815509202,0.27010779104589483
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",18186,9.0,0.0,-1,7.69789813155475,7.751355625570363
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",1198,0.0,0.0,-1,0.026873891243488324,0.011524047202082433
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",16017,0.0,0.0,-1,0.002488053292769976,0.0009632567765105117
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",28042,9.0,0.0,-1,3.8627143282246195,2.1727768096263484
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",20422,0.0,0.0,-1,0.09150161658555256,0.046703951950182905
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",1191,0.0,0.0,-1,0.20572010596888166,0.08285948985121598
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",24303,0.0,0.0,-1,0.08149558830917882,0.047822066131990325
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",1807,0.0,0.0,-1,0.07818360534393738,0.02348222765279098
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",14302,0.0,0.0,-1,0.01434839752686162,0.006775631975411043
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",27168,0.0,0.0,-1,0.04851741790841041,0.024090246340215133
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",1838,0.0,0.0,-1,0.1286662868382527,0.058525289341665385
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",10910,0.0,0.0,-1,0.0004715362073966872,0.00025214088243168326
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",13784,0.0,0.0,-1,0.005765130656856016,0.0029826543641508093
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",13181,9.0,0.0,-1,6.934205069537957,2.600326901076734
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",31377,8.0,0.0,-1,6.5810872761837595,2.616439276312083
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",17235,0.0,0.0,-1,0.005273295732627823,0.003753561338266504
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",24874,0.0,0.0,-1,0.3565813086101616,0.18943382019914834
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",11896,0.0,0.0,-1,0.10670635882242155,0.04816606545292023
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",32244,0.0,0.0,-1,0.07583286210826395,0.04344591208952319
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",21023,8.0,0.0,-1,8.431698616628045,6.323773962471034
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",18915,0.0,0.0,-1,0.09302343611182819,0.04021325531173758
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",17662,0.0,0.0,-1,0.0017486496168226404,0.0010929060105141497
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",29401,0.0,0.0,-1,0.18302802067924975,0.08515887315699984
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",11022,0.0,0.0,-1,0.027806235046062177,0.009992865719678591
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",13533,8.0,0.0,-1,7.888793341399518,2.0269816518798556
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",10098,0.0,0.0,-1,0.04225734537529747,0.025090298816582868
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",15023,0.0,0.0,-1,0.0020403009233042027,0.0006836425036272168
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",6213,0.0,0.0,-1,0.002050255809278676,0.001082079482053678
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",15349,9.0,0.0,-1,4.054279756603065,1.7033606157990349
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",8523,0.0,0.0,-1,0.02095387318158509,0.01418751788371548
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",3514,0.0,0.0,-1,0.001524620252195514,0.0008046607088530387
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",14653,0.0,0.0,-1,0.002547291890103262,0.0009950358945715922
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",7041,0.0,0.0,-1,0.0037476245758740036,0.0018738122879369823
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",5268,0.0,0.0,-1,0.08715031168589231,0.0490220503233144
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",15161,0.0,0.0,-1,0.005060015672264799,0.0019502143234186417
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",26541,0.0,0.0,-1,0.004960579842214599,0.0027903261612457417
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",8174,2.0,0.0,-1,2.3975901312034043,1.1155454400254747
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",30423,0.0,0.0,-1,0.000541640633547561,0.0002444905673412501
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",30920,0.0,0.0,-1,0.0021484284498920914,0.0007161428379734018
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",18355,5.0,0.0,-1,6.879665071892631,2.95013421026254
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",13408,0.0,0.0,-1,0.003937021866733465,0.003349202525391025
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",11086,0.0,0.0,-1,2.657290084182011,1.4485922207225221
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",1043,0.0,0.0,-1,0.004565448065659085,0.0025839167266896693
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",21087,9.0,0.0,-1,4.276159199616369,1.0838875511837354
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",6991,0.0,0.0,-1,0.0006810310378604308,0.00041618562973775366
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",19257,9.0,0.0,-1,0.38058246590648337,0.17707656903915162
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",13064,0.0,0.0,-1,0.003873951381015652,0.002986170779231065
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",27208,0.0,0.0,-1,0.0037986005753233585,0.0013980960325057122
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",22715,1.0,0.0,-1,0.4016873486249714,0.27058105856627307
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",7828,0.0,0.0,-1,0.012325246891359994,0.005392295514969975
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",25750,0.0,0.0,-1,0.002862951032727944,0.001421534752088146
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",17844,0.0,0.0,-1,0.0016993301902493137,0.0008909683044878426
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",9676,3.0,0.0,-1,5.480933184047001,2.3693618235237666
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",13932,0.0,0.0,-1,0.007764793220424389,0.004745151361057346
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",12940,0.0,0.0,-1,0.008766617565570525,0.0035614383860130203
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",8109,0.0,0.0,-1,0.08104313833630147,0.031235375428691627
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",14717,0.0,0.0,-1,3.021588986548646,2.1717670840818393
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",24017,0.0,0.0,-1,0.012503151029683334,0.007640814435334732
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",3899,3.0,0.0,-1,2.840155593940375,0.902341103333963
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",23020,0.0,0.0,-1,0.01004215767829343,0.004707261411700039
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",9666,0.0,0.0,-1,0.003098050088980952,0.0017211390203930206
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",28295,0.0,0.0,-1,0.09375588077875878,0.0683636649306069
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",14797,0.0,0.0,-1,0.006221839788236594,0.0019875321751783694
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",23933,0.0,0.0,-1,0.009695358675707352,0.0024743364250108856
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",11007,0.0,0.0,-1,0.0017944413014758286,0.0010716801979465313
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",16089,0.0,0.0,-1,0.031166050235540407,0.017098041242259943
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",31653,0.0,0.0,-1,0.0038878063239824513,0.001957402438009203
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",31649,9.0,0.0,-1,2.159151219722276,1.8217838416406704
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",14016,2.0,0.0,-1,6.361005715116991,6.184311136977619
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",6203,0.0,0.0,-1,1.982045294038926,1.142428897885115
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",15265,0.0,0.0,-1,0.8754153794920417,0.3373996688160873
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",20135,0.0,0.0,-1,0.052007612897625795,0.033227086362360395
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",29783,0.0,0.0,-1,0.017451769543907737,0.016239841565672566
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",16309,0.0,0.0,-1,0.11955711003419754,0.06060880955848778
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",5390,0.0,0.0,-1,0.5377321305138782,0.3696908397282913
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",12173,2.0,0.0,-1,3.6525994708696374,3.5765037004237996
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",21435,8.0,0.0,-1,7.883506642310388,7.774013435346575
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",24800,0.0,0.0,-1,0.011482441950197413,0.004903959696964631
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",1520,0.0,0.0,-1,0.041193181815696596,0.03976286354827495
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",19360,0.0,0.0,-1,0.30854189909680846,0.22390713387932326
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",17832,0.0,0.0,-1,0.009629865089627553,0.006052102585026303
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",286,0.0,0.0,-1,1.4286927252302448,0.6994641609200944
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",21393,0.0,0.0,-1,0.002123554634572675,0.0012018729074119165
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",14547,9.0,0.0,-1,8.640586150757986,5.2503561870377355
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",5495,0.0,0.0,-1,0.004705839219514174,0.002777752379405422
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",2310,0.0,0.0,-1,0.0018473322572248752,0.0010455387183355672
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",6078,0.0,0.0,-1,0.002076223324371006,0.0008182338173470168
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",31340,0.0,0.0,-1,0.00034259221880946676,0.00018557079199517552
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",22415,0.0,0.0,-1,0.005177937110781755,0.0028047160378831424
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",8746,0.0,0.0,-1,0.05348115363311891,0.03268292686604764
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",16036,0.0,0.0,-1,1.1344082781882274,0.3702582649771023
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",22346,6.0,0.0,-1,6.310556511991134,3.812627843299682
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",5387,0.0,0.0,-1,1.7076385455065322,1.5890525806388847
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",22128,0.0,0.0,-1,0.0017482135618459235,0.0008680366181002686
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",11392,8.0,0.0,-1,3.754383398881777,1.199316938839329
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",19417,0.0,0.0,-1,0.04138827671037592,0.025580255452133358
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",14489,9.0,0.0,-1,7.14716822095946,2.084590787194277
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",23039,0.0,0.0,-1,0.1183661912964788,0.0768558287343886
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",5631,0.0,0.0,-1,0.022892201401918184,0.01367173108959412
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",30358,0.0,0.0,-1,0.013598719860143143,0.011190613488425098
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",29098,0.0,0.0,-1,0.6261667377287895,0.4696250532965921
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",5314,0.0,0.0,-1,0.0005904325716071547,0.0002613894255873493
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",6726,0.0,0.0,-1,0.006768541775592582,0.002996489915809065
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",7655,2.0,0.0,-1,7.457006989029274,3.573149189076749
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",22553,0.0,0.0,-1,0.5463684239727684,0.22196217223893716
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",24821,0.0,0.0,-1,0.06495846270647629,0.04871884702985724
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",9345,1.0,0.0,-1,0.5996297061658291,0.5225939532466282
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",17511,1.0,0.0,-1,1.2595531867685241,0.6778844942343508
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",29831,0.0,0.0,-1,0.10453331508754615,0.03865554776997032
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",18403,0.0,0.0,-1,0.0413603392616065,0.013068717760517438
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",17325,3.0,0.0,-1,5.498171598013563,2.615449776544058
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",14886,9.0,0.0,-1,3.101317363204754,2.00293412235109
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",29373,1.0,0.0,-1,0.03587037833978944,0.019927988916790214
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",27882,7.0,0.0,-1,7.5977875061500475,3.58784404743756
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",20584,5.0,0.0,-1,5.36667307536819,3.5777819999131584
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",10310,0.0,0.0,-1,0.0717416093733969,0.03985645155239079
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",11231,9.0,0.0,-1,8.248240720269042,4.954672217787497
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",26856,6.0,0.0,-1,7.229382904783155,3.9661196942300894
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",2865,-1.0,0.0,-1,-1.0,3.90625
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",21961,0.0,0.0,-1,1.2522741045861132,0.9044201700585588
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",29559,0.0,0.0,-1,0.7627723684936999,0.3045792418379829
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",15280,0.0,0.0,-1,0.003761043928136836,0.0016846342221153313
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",26098,0.0,0.0,-1,0.5441114100363162,0.28339134858339227
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",27696,1.0,0.0,-1,0.21437181125897034,0.11835109987337131
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",30810,0.0,0.0,-1,0.8681211658765795,0.3617171438245658
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",29985,0.0,0.0,-1,0.0067058883553301135,0.0017113986573002303
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",17105,0.0,0.0,-1,0.0021752757571691828,0.0009818953214617953
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",31299,0.0,0.0,-1,0.17341228336312028,0.08670614168156016
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",10881,0.0,0.0,-1,0.018095788534403936,0.010807206801692804
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",31711,1.0,0.0,-1,0.26726214851471164,0.08908738549324811
"	mib = phy->mib ;

	DB_PCMN(1, ""SIG rec %x %x:"", bit, phy->r<<_>>",28365,0.0,0.0,-1,0.0014944575928463627,0.0012713267321026332
"	mib = phy->mib ;

