text,feature,predicted_quantile,activation,order,expected_quantile,predicted_activation
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,29963,9.0,0.0,-1,3.404719900607929,1.5959624534099668
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,21897,9.0,0.0,-1,8.25834340747087,4.530618913415333
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,11643,0.0,0.0,-1,0.0018404046147574165,0.00064861481473171
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,13123,0.0,0.0,-1,0.0016401780826265405,0.0010365013837654823
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,20099,0.0,0.0,-1,2.7976359376345425,1.2433937830952053
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,2753,0.0,0.0,-1,0.005257939762234539,0.0026107132154756527
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,8156,9.0,0.0,-1,8.860028213808718,4.9222379262242875
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,5994,0.0,0.0,-1,0.8136438751097808,0.3418434390284236
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,7810,9.0,0.0,-1,1.9539054779746097,1.139778156664575
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,14619,0.0,0.0,-1,0.0008503946133779891,0.0003070869380878893
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,2384,0.0,0.0,-1,0.1970588089763681,0.11289827989125098
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,10166,0.0,0.0,-1,0.04209658433044702,0.01849033971357184
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,7384,0.0,0.0,-1,0.2600905642581767,0.1282390967938174
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,17002,0.0,0.0,-1,2.3644750421159553,0.9523580343930809
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,5656,0.0,0.0,-1,0.4241827494047654,0.34170278159084416
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,10194,9.0,0.0,-1,7.15859096780348,2.2122034533155572
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,6994,0.0,0.0,-1,0.0029949250104883036,0.001975818543639017
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,8370,0.0,0.0,-1,0.06270310138644095,0.028085763539777337
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,2830,9.0,0.0,-1,5.210454964629616,2.550951784271779
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,3474,0.0,0.0,-1,0.05132077057857423,0.024056611208706658
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,1231,0.0,0.0,-1,0.0077193853299514685,0.004824615831219639
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,20167,0.0,0.0,-1,0.0039040783536150713,0.003050061213761765
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,21376,0.0,0.0,-1,0.025443585352170894,0.010292283826589203
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,3731,0.0,0.0,-1,0.002138531795724186,0.0010469895462343814
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,2203,0.0,0.0,-1,0.21408319649992363,0.07656447794383137
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,28856,0.0,0.0,-1,0.0014096367271334352,0.0006803455130563165
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,26141,0.0,0.0,-1,0.016043701924026994,0.007576192362728514
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,5429,0.0,0.0,-1,0.058045744579288294,0.0221702498579113
omorphisms $$\Theta_{4k+1}/bP_{4k+2} \cong \pi_{4k+1}({\textup{G}}/<<{\>>,20195,0.0,0.0,-1,0.00828438251903433,0.0036675652599954204
