text,feature,predicted_quantile,activation,order,expected_quantile,predicted_activation
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",29963,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",21897,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",11643,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",13123,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",20099,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",2753,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",8156,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",5994,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",7810,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",14619,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",2384,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",10166,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",7384,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",17002,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",5656,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",10194,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",6994,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",8370,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",2830,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",3474,-1.0,0.0,-1,-1.0,-1.0
"Fatalf(""got %v; want %v"", rb[:n], wb)
		}
	}
}

func TestPacket<<Conn>>",1231,-1.0,0.0,-1,-1.0,-1.0
