text,feature,predicted_quantile,activation,order,expected_quantile,predicted_activation
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",29963,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",21897,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",11643,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",13123,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",20099,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",2753,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",8156,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",5994,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",7810,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",14619,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",2384,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",10166,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",7384,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",17002,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",5656,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",10194,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",6994,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",8370,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",2830,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",3474,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",1231,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",20167,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",21376,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",3731,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",2203,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",28856,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",26141,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",5429,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",20195,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",26745,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",7437,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",6655,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",5942,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",26363,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",18186,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",1198,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",16017,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",28042,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",20422,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",1191,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",24303,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",1807,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",14302,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",27168,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",1838,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",10910,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",13784,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",13181,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",31377,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",17235,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",24874,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",11896,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",32244,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",21023,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",18915,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",17662,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",29401,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",11022,-1.0,-1.0,-1,-1.0,-1.0
" under 28 U.S.C. § 2254(d), for the first seven provisions of 28 U.S.C. § 2254(<<d>>",13533,-1.0,-1.0,-1,-1.0,-1.0
