text,feature,predicted_quantile,activation,order,expected_quantile,predicted_activation
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",29963,9.0,0.0,-1,8.554562870514912,4.009951345553866
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",21897,0.0,0.0,-1,3.224249693895388,1.7688591394759254
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",11643,0.0,0.0,-1,0.014969877943952018,0.0052758423508150664
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",13123,0.0,0.0,-1,0.11735856402141534,0.07416408943237084
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",20099,9.0,0.0,-1,1.4208586752707912,0.6314927492697837
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",2753,0.0,0.0,-1,0.3169979368780642,0.15739828535699427
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",8156,9.0,0.0,-1,8.904914131949154,4.947174537900852
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",5994,0.0,0.0,-1,0.4398848963907852,0.18481275452187107
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",7810,0.0,0.0,-1,3.0901444201134267,1.8025842379021306
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",14619,0.0,0.0,-1,0.0283802552658717,0.0102484253247209
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",2384,2.0,0.0,-1,2.273355897955334,1.3024435120778193
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",10166,0.0,0.0,-1,0.11451110786931745,0.05029741294116687
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",7384,0.0,0.0,-1,1.8765479944414154,0.9252424077120325
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",17002,0.0,0.0,-1,0.09007130599712351,0.036278721664101024
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",5656,0.0,0.0,-1,0.6221090081933562,0.5011433841915753
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",10194,0.0,0.0,-1,0.7814124310393533,0.24147815744220247
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",6994,0.0,0.0,-1,0.09012276586162253,0.059455990173323627
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",8370,0.0,0.0,-1,0.0882766282580614,0.039540572196973815
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",2830,0.0,0.0,-1,6.630848727869226,3.246352972883956
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",3474,0.0,0.0,-1,0.6092351729217399,0.2855789873070656
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",1231,0.0,0.0,-1,0.02120600318630136,0.01325375199143837
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",20167,0.0,0.0,-1,0.00963553889929958,0.0075277647650777955
")\\
0,& (x,y)=(0,0)
\end{cases}$$
to see if it is continuous at (0,0<<).>>",21376,0.0,0.0,-1,0.036047036612044794,0.014581527201588482
